gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total_Score,Avg_Score,Score_Range,Math_z,Reading_z,Writing_z,Pass_Count,Performance_Level,High_in,Low_in,Percentile,Student_Feedback,Feedback_Length,Sentiment,gender_enc,race/ethnicity_enc,parental level of education_enc,lunch_enc,test preparation course_enc,Performance_Level_enc,High_in_enc,Low_in_enc
female,group B,associate's degree,free/reduced,none,53.0,70.0,70.0,193.0,64.33333333333333,17.0,-0.8636470512290784,0.05694553985715561,0.12812698582009055,3,Average,reading score,math score,38.35,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,0,0,1,0,1,0
male,group D,some high school,standard,none,73.0,66.0,62.0,201.0,67.0,11.0,0.45600617091024237,-0.2171605485046032,-0.39860265783906956,3,Average,math score,writing score,45.7,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,5,1,1,0,0,2
female,group D,some college,standard,completed,74.0,75.0,79.0,228.0,76.0,5.0,0.5219888320172085,0.3995781503093541,0.7206978349366456,3,Good,writing score,math score,70.89999999999999,I was distracted and couldn't focus during online classes.,9.0,0.0,0,3,4,1,0,2,2,0
female,group C,some college,standard,none,63.0,74.0,74.0,211.0,70.33333333333333,11.0,-0.203820440159418,0.33105162821891443,0.3914918076496706,3,Good,reading score,math score,55.75,The practical sessions improved my understanding.,6.0,0.0,0,2,4,1,1,2,1,0
male,group C,bachelor's degree,standard,completed,96.0,90.0,92.0,278.0,92.66666666666667,6.0,1.9736073763704614,1.4274759816659497,1.5766335058827807,3,Excellent,math score,reading score,96.89999999999999,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,1,1,0,1,0,1
female,group D,some college,free/reduced,completed,63.0,80.0,80.0,223.0,74.33333333333333,17.0,-0.203820440159418,0.7422107607615527,0.7865390403940407,3,Good,reading score,math score,66.25,The practical sessions improved my understanding.,6.0,0.0,0,3,4,0,0,2,1,0
male,group B,bachelor's degree,free/reduced,none,48.0,51.0,46.0,145.0,48.333333333333336,5.0,-1.1935603567639086,-1.2450583798611987,-1.4520619451573897,3,Poor,reading score,writing score,8.35,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,1,1,0,1,3,1,2
male,group B,associate's degree,standard,none,48.0,43.0,45.0,136.0,45.333333333333336,5.0,-1.1935603567639086,-1.7932705565847165,-1.5179031506147846,3,Poor,math score,reading score,5.75,I needed more examples and exercises to practice.,8.0,0.5,1,1,0,1,1,3,0,1
female,group E,bachelor's degree,free/reduced,completed,92.0,100.0,100.0,292.0,97.33333333333333,8.0,1.7096767319425972,2.112741202570347,2.103363149541941,3,Excellent,reading score,math score,98.85000000000001,I needed more examples and exercises to practice.,8.0,0.5,0,4,1,0,0,1,1,0
female,group D,master's degree,free/reduced,completed,61.0,71.0,78.0,210.0,70.0,17.0,-0.3357857623733501,0.1254720619475953,0.6548566294792506,3,Good,writing score,math score,54.75,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,3,3,0,0,2,2,0
male,group B,high school,free/reduced,none,63.0,48.0,47.0,158.0,52.666666666666664,16.0,-0.203820440159418,-1.4506379461325178,-1.3862207396999948,3,Average,math score,writing score,15.5,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,1,2,0,1,0,0,2
male,group D,bachelor's degree,free/reduced,none,68.0,68.0,67.0,203.0,67.66666666666667,1.0,0.1260928653754122,-0.08010750432372381,-0.06939663055209448,3,Average,math score,writing score,47.099999999999994,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,1,0,1,0,0,2
male,group B,some college,standard,completed,71.0,75.0,70.0,216.0,72.0,5.0,0.32404084869631034,0.3995781503093541,0.12812698582009055,3,Good,reading score,writing score,60.199999999999996,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,1,4,1,0,2,1,2
male,group A,bachelor's degree,standard,none,91.0,96.0,92.0,279.0,93.0,5.0,1.6436940708356311,1.838635114208588,1.5766335058827807,3,Excellent,reading score,math score,97.1,I needed more examples and exercises to practice.,8.0,0.5,1,0,1,1,1,1,1,0
female,group C,some college,standard,none,53.0,62.0,56.0,171.0,57.0,9.0,-0.8636470512290784,-0.491266636866362,-0.7936498905834396,3,Average,reading score,math score,22.75,I was distracted and couldn't focus during online classes.,9.0,0.0,0,2,4,1,1,0,1,0
female,group C,high school,free/reduced,completed,50.0,66.0,64.0,180.0,60.0,16.0,-1.0615950345499765,-0.2171605485046032,-0.2669202469242795,3,Average,reading score,math score,28.95,Poor internet and time management affected my study.,8.0,-0.4,0,2,2,0,0,0,1,0
female,group E,high school,standard,none,74.0,81.0,71.0,226.0,75.33333333333333,10.0,0.5219888320172085,0.8107372828519923,0.19396819127748557,3,Good,reading score,writing score,69.1,I practiced a lot and felt confident about the questions.,10.0,0.5,0,4,2,1,1,2,1,2
male,group A,associate's degree,free/reduced,completed,40.0,55.0,53.0,148.0,49.333333333333336,15.0,-1.721421645619637,-0.97095229149944,-0.9911735069556247,3,Poor,reading score,math score,9.85,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,0,0,0,0,3,1,0
male,group A,some college,standard,completed,61.0,51.0,52.0,164.0,54.666666666666664,10.0,-0.3357857623733501,-1.2450583798611987,-1.0570147124130196,3,Average,math score,reading score,18.7,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,0,4,1,0,0,0,1
female,group B,high school,standard,none,81.0,91.0,89.0,261.0,87.0,10.0,0.9838674597659707,1.4960025037563893,1.3791098895105958,3,Excellent,reading score,math score,91.55,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,2,1,1,1,1,0
female,group B,some college,free/reduced,completed,48.0,56.0,58.0,162.0,54.0,10.0,-1.1935603567639086,-0.9024257694090002,-0.6619674796686495,3,Average,writing score,math score,17.45,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,4,0,0,0,2,0
female,group D,master's degree,standard,none,53.0,61.0,68.0,182.0,60.666666666666664,15.0,-0.8636470512290784,-0.5597931589568017,-0.0035554250946994654,3,Average,writing score,math score,30.5,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,3,1,1,0,2,0
female,group D,some high school,standard,none,81.0,97.0,96.0,274.0,91.33333333333333,16.0,0.9838674597659707,1.9071616362990276,1.8399983277123608,3,Excellent,reading score,math score,95.7,I practiced a lot and felt confident about the questions.,10.0,0.5,0,3,5,1,1,1,1,0
female,group E,some high school,standard,none,77.0,79.0,80.0,236.0,78.66666666666667,3.0,0.7199368153381066,0.6736842386711129,0.7865390403940407,3,Good,writing score,math score,77.5,Poor internet and time management affected my study.,8.0,-0.4,0,4,5,1,1,2,2,0
female,group D,bachelor's degree,free/reduced,none,63.0,73.0,78.0,214.0,71.33333333333333,15.0,-0.203820440159418,0.26252510612847474,0.6548566294792506,3,Good,writing score,math score,58.35,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,1,0,1,2,2,0
female,group D,associate's degree,standard,completed,73.0,75.0,80.0,228.0,76.0,7.0,0.45600617091024237,0.3995781503093541,0.7865390403940407,3,Good,writing score,math score,70.89999999999999,The practical sessions improved my understanding.,6.0,0.0,0,3,0,1,0,2,2,0
female,group D,some college,standard,none,69.0,77.0,77.0,223.0,74.33333333333333,8.0,0.19207552648237824,0.5366311944902336,0.5890154240218557,3,Good,reading score,math score,66.25,Assignments were too many and stressful but helpful.,8.0,0.5,0,3,4,1,1,2,1,0
female,group C,associate's degree,standard,none,65.0,76.0,76.0,217.0,72.33333333333333,11.0,-0.07185511794548592,0.4681046723997938,0.5231742185644607,3,Good,reading score,math score,60.95,The practical sessions improved my understanding.,6.0,0.0,0,2,0,1,1,2,1,0
female,group A,high school,standard,none,55.0,73.0,73.0,201.0,67.0,18.0,-0.7316817290151464,0.26252510612847474,0.3256506021922756,3,Average,reading score,math score,45.7,I needed more examples and exercises to practice.,8.0,0.5,0,0,2,1,1,0,1,0
female,group C,bachelor's degree,free/reduced,none,44.0,63.0,62.0,169.0,56.333333333333336,19.0,-1.4574910011917728,-0.4227401147759223,-0.39860265783906956,3,Average,reading score,math score,21.85,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,1,0,1,0,1,0
female,group C,some college,standard,none,54.0,64.0,65.0,183.0,61.0,11.0,-0.7976643901221123,-0.35421359268548264,-0.2010790414668845,3,Average,writing score,math score,31.15,The practical sessions improved my understanding.,6.0,0.0,0,2,4,1,1,0,2,0
female,group A,some high school,standard,none,48.0,66.0,65.0,179.0,59.666666666666664,18.0,-1.1935603567639086,-0.2171605485046032,-0.2010790414668845,3,Average,reading score,math score,28.299999999999997,Assignments were too many and stressful but helpful.,8.0,0.5,0,0,5,1,1,0,1,0
male,group C,some college,free/reduced,none,58.0,57.0,54.0,169.0,56.333333333333336,4.0,-0.5337337456942483,-0.8338992473185606,-0.9253323014982296,3,Average,math score,writing score,21.85,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,4,0,1,0,0,2
male,group A,some high school,standard,none,71.0,62.0,50.0,183.0,61.0,21.0,0.32404084869631034,-0.491266636866362,-1.1886971233278096,3,Average,math score,writing score,31.15,I was distracted and couldn't focus during online classes.,9.0,0.0,1,0,5,1,1,0,0,2
male,group E,bachelor's degree,standard,none,68.0,68.0,64.0,200.0,66.66666666666667,4.0,0.1260928653754122,-0.08010750432372381,-0.2669202469242795,3,Average,math score,writing score,44.85,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,4,1,1,1,0,0,2
female,group E,high school,standard,none,74.0,76.0,73.0,223.0,74.33333333333333,3.0,0.5219888320172085,0.4681046723997938,0.3256506021922756,3,Good,reading score,writing score,66.25,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,4,2,1,1,2,1,2
female,group C,bachelor's degree,standard,completed,92.0,100.0,99.0,291.0,97.0,8.0,1.7096767319425972,2.112741202570347,2.037521944084546,3,Excellent,reading score,math score,98.65,I was distracted and couldn't focus during online classes.,9.0,0.0,0,2,1,1,0,1,1,0
female,group C,bachelor's degree,standard,completed,56.0,79.0,72.0,207.0,69.0,23.0,-0.6656990679081803,0.6736842386711129,0.25980939673488057,3,Average,reading score,math score,52.05,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,1,1,0,0,1,0
male,group B,high school,free/reduced,none,30.0,31.990000000000002,31.98,91.98,30.66,15.0,-2.381248256689297,-3.0952744763030706,-3.493139314336635,0,Poor,math score,writing score,0.3,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,1,2,0,1,3,0,2
male,group A,some high school,standard,none,53.0,54.0,48.0,155.0,51.666666666666664,6.0,-0.8636470512290784,-1.0394788135898796,-1.3203795342425997,3,Average,reading score,writing score,13.65,I practiced a lot and felt confident about the questions.,10.0,0.5,1,0,5,1,1,0,1,2
female,group D,high school,standard,none,69.0,77.0,73.0,219.0,73.0,8.0,0.19207552648237824,0.5366311944902336,0.3256506021922756,3,Good,reading score,math score,62.849999999999994,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,2,1,1,2,1,0
female,group D,some high school,standard,none,65.0,82.0,81.0,228.0,76.0,17.0,-0.07185511794548592,0.8792638049424321,0.8523802458514357,3,Good,reading score,math score,70.89999999999999,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,5,1,1,2,1,0
female,group D,master's degree,standard,none,54.0,60.0,63.0,177.0,59.0,9.0,-0.7976643901221123,-0.6283196810472415,-0.33276145238167454,3,Average,writing score,math score,27.0,Assignments were too many and stressful but helpful.,8.0,0.5,0,3,3,1,1,0,2,0
female,group C,high school,standard,none,29.0,31.990000000000002,31.98,91.98,30.66,1.0,-2.4472309177962632,-2.7526418658508724,-2.50552123247571,0,Poor,writing score,math score,0.7000000000000001,The practical sessions improved my understanding.,6.0,0.0,0,2,2,1,1,3,2,0
female,group E,some college,standard,none,76.0,78.0,80.0,234.0,78.0,4.0,0.6539541542311406,0.6051577165806732,0.7865390403940407,3,Good,writing score,math score,75.64999999999999,The practical sessions improved my understanding.,6.0,0.0,0,4,4,1,1,2,2,0
male,group D,high school,free/reduced,none,60.0,57.0,51.0,168.0,56.0,9.0,-0.4017684234803161,-0.8338992473185606,-1.1228559178704147,3,Average,math score,writing score,21.05,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,2,0,1,0,0,2
male,group D,master's degree,free/reduced,completed,84.0,89.0,90.0,263.0,87.66666666666667,6.0,1.1818154430868688,1.35894945957551,1.444951094967991,3,Excellent,writing score,math score,92.45,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,3,3,0,0,1,2,0
male,group C,some high school,standard,none,75.0,72.0,62.0,209.0,69.66666666666667,13.0,0.5879714931241745,0.19399858403803502,-0.39860265783906956,3,Average,math score,writing score,53.900000000000006,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,5,1,1,0,0,2
female,group C,associate's degree,standard,none,85.0,84.0,82.0,251.0,83.66666666666667,3.0,1.2477981041938349,1.0163168491233114,0.9182214513088307,3,Good,math score,writing score,86.85000000000001,I needed more examples and exercises to practice.,8.0,0.5,0,2,0,1,1,2,0,2
female,group C,master's degree,free/reduced,none,40.0,58.0,54.0,152.0,50.666666666666664,18.0,-1.721421645619637,-0.7653727252281208,-0.9253323014982296,3,Average,reading score,math score,11.899999999999999,Poor internet and time management affected my study.,8.0,-0.4,0,2,3,0,1,0,1,0
female,group E,some college,standard,none,61.0,64.0,62.0,187.0,62.333333333333336,3.0,-0.3357857623733501,-0.35421359268548264,-0.39860265783906956,3,Average,reading score,math score,34.050000000000004,The practical sessions improved my understanding.,6.0,0.0,0,4,4,1,1,0,1,0
female,group B,associate's degree,standard,none,58.0,63.0,65.0,186.0,62.0,7.0,-0.5337337456942483,-0.4227401147759223,-0.2010790414668845,3,Average,writing score,math score,33.35,Poor internet and time management affected my study.,8.0,-0.4,0,1,0,1,1,0,2,0
male,group D,some college,free/reduced,completed,69.0,60.0,63.0,192.0,64.0,9.0,0.19207552648237824,-0.6283196810472415,-0.33276145238167454,3,Average,math score,reading score,37.4,Assignments were too many and stressful but helpful.,8.0,0.5,1,3,4,0,0,0,0,1
female,group C,some college,standard,none,58.0,59.0,66.0,183.0,61.0,8.0,-0.5337337456942483,-0.6968462031376811,-0.1352378360094895,3,Average,writing score,math score,31.15,Poor internet and time management affected my study.,8.0,-0.4,0,2,4,1,1,0,2,0
male,group C,bachelor's degree,standard,completed,94.0,90.0,91.0,275.0,91.66666666666667,4.0,1.8416420541565293,1.4274759816659497,1.5107923004253858,3,Excellent,math score,reading score,96.15,I needed more examples and exercises to practice.,8.0,0.5,1,2,1,1,0,1,0,1
female,group C,associate's degree,standard,none,65.0,77.0,74.0,216.0,72.0,12.0,-0.07185511794548592,0.5366311944902336,0.3914918076496706,3,Good,reading score,math score,60.199999999999996,I was distracted and couldn't focus during online classes.,9.0,0.0,0,2,0,1,1,2,1,0
female,group A,associate's degree,standard,none,82.0,93.0,93.0,268.0,89.33333333333333,11.0,1.0498501208729367,1.6330555479372688,1.6424747113401759,3,Excellent,reading score,math score,94.45,I needed more examples and exercises to practice.,8.0,0.5,0,0,0,1,1,1,1,0
female,group C,high school,standard,none,60.0,68.0,72.0,200.0,66.66666666666667,12.0,-0.4017684234803161,-0.08010750432372381,0.25980939673488057,3,Average,writing score,math score,44.85,Poor internet and time management affected my study.,8.0,-0.4,0,2,2,1,1,0,2,0
female,group E,bachelor's degree,standard,none,37.0,45.0,38.0,120.0,40.0,8.0,-1.919369628940535,-1.656217512403837,-1.97879158881655,3,Poor,reading score,math score,3.15,I needed more examples and exercises to practice.,8.0,0.5,0,4,1,1,1,3,1,0
male,group D,bachelor's degree,standard,none,88.0,78.0,83.0,249.0,83.0,10.0,1.445746087514733,0.6051577165806732,0.9840626567662257,3,Good,math score,reading score,85.7,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,3,1,1,1,2,0,1
male,group D,master's degree,standard,none,95.0,81.0,84.0,260.0,86.66666666666667,14.0,1.9076247152634953,0.8107372828519923,1.0499038622236208,3,Excellent,math score,reading score,91.05,Assignments were too many and stressful but helpful.,8.0,0.5,1,3,3,1,1,1,0,1
male,group C,associate's degree,free/reduced,completed,65.0,73.0,68.0,206.0,68.66666666666667,8.0,-0.07185511794548592,0.26252510612847474,-0.0035554250946994654,3,Average,reading score,math score,50.849999999999994,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,0,0,0,0,1,0
female,group C,high school,free/reduced,none,35.0,61.0,54.0,150.0,50.0,24.0,-2.051334951154467,-0.5597931589568017,-0.9253323014982296,3,Average,reading score,math score,10.65,I was distracted and couldn't focus during online classes.,9.0,0.0,0,2,2,0,1,0,1,0
